id,slug,title,status,author_id,saved_byline_before,linked_user_id,live_display_name,link_state,proposed_saved_byline_after,proposed_link_change
240,north-korean-remote-worker-risk,Canada Warns Companies About Fake North Korean IT Workers,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
241,chrome-https-warnings-october,Chrome Will Warn Before Opening Insecure Public Websites,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
242,secure-home-router-check,How to Check Whether Your Wi-Fi Router Is Still Secure,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
243,audit-app-permissions-phone,How to Audit App Permissions on iPhone and Android,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
244,flash-drive-vs-portable-ssd,USB Flash Drive vs Portable SSD: Which Should You Buy?,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
245,meta-youth-safety-trial-canada,Meta’s Youth-Safety Trial Is a Test Canada Needs,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
246,apple-tracking-prompt-competition,Apple’s Tracking Prompt Is Becoming a Competition Issue,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
247,find-unknown-bluetooth-tracker,Find an Unknown Bluetooth Tracker Following You,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
248,stop-phone-location-sharing,Stop Sharing Your Phone’s Location With Old Contacts,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
249,canada-imei-check-used-phone,What a Canadian IMEI Check Can—and Cannot—Prove,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
250,chatgpt-for-teens-canada,ChatGPT for Teens Needs More Than Parental Controls,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
251,apple-eu-app-fees-canada,Apple’s EU App Fees Show What Canada Still Lacks,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
252,recover-deleted-photos-iphone-android,Recover Deleted Photos Before the Trash Empties,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
253,create-windows-recovery-drive,Create a Windows Recovery Drive Before the PC Fails,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
254,end-to-end-encryption-limits,What End-to-End Encryption Still Leaves Exposed,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
255,crtc-ztar-number-porting-decision,CRTC Leaves Disconnected Mobile Numbers in Limbo,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
256,personalized-pricing-disclosure-canada,Personalized Pricing Needs a Canadian Disclosure Rule,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
257,used-laptop-buying-checklist-canada,Check a Used Laptop Before You Pay for It,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
258,stop-smart-tv-viewing-tracking,Stop Your Smart TV From Tracking What You Watch,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
259,cancel-cloud-storage-without-losing-files,Cancel Cloud Storage Without Losing Your Files,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
260,brazil-ai-split-canada-sovereignty-test,Brazil’s AI Split Offers Canada a Sovereignty Test,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
261,micron-10b-lab-canada-memory-gap,Micron’s $10B Lab Exposes Canada’s Memory Gap,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
262,fix-laptop-wont-charge-usb-c,Fix a Laptop That Won’t Charge Over USB-C,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
263,erase-smartwatch-before-selling,Erase a Smartwatch Safely Before Selling It,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
264,unlimited-mobile-data-canada-explained,What Unlimited Mobile Data Really Buys in Canada,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
266,openai-leaving-cursor-spacex,OpenAI Is Leaving Cursor After the SpaceX Deal,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
267,canada-xanadu-quantum-manufacturing,Canada Bets $195M on Xanadu’s Quantum Supply Chain,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
268,apple-maps-ads-canada,Apple Maps Ads Are Now Rolling Out in Canada,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
269,m6-mac-mini-canada-price,"Apple’s M6 Mac mini Starts at $1,249 in Canada",published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
270,nvidia-ai-server-price-hike-memory,Nvidia’s Reported 15% Server Hike Exposes AI’s Memory Problem,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
271,amazon-hardware-price-hikes-memory-shortage,Amazon’s Hardware Price Hikes Show AI’s Consumer Cost,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
272,xbox-disc-to-digital-explained,Xbox Can Turn Your Physical Discs Into Digital Games,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
273,nvidia-q2-2027-ai-spending,Nvidia’s $96.2B Quarter Says the AI Buildout Isn’t Slowing,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
274,ai-cyber-defence-open-letter,AI Giants Say the Cyber Defence Window Is Closing,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
275,pentagon-anthropic-blacklist-ruling,Judge Blocks Pentagon’s Anthropic Blacklist,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
276,meta-glasses-recording-light-privacy-fix,Meta’s Smart Glasses Now Stop Recording if You Cover the Light,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
277,gta-6-30-fps-console-performance,GTA 6 Is Running at 30 FPS on Consoles. Don’t Assume 60 Yet,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
278,alibaba-10-billion-ai-funding,Alibaba Is Raising $10.2B to Fund Its Full AI Stack,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
279,iran-hackers-uk-power-generator,Iran-Linked Hackers Shut a UK Power Generator for Four Days,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
280,nvidia-hugging-face-acquisition-reports,Nvidia Is Reportedly Closing In on Hugging Face,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
281,cxmt-xiaomi-lpddr6-memory,China’s CXMT Lands Xiaomi LPDDR6 Deal as Memory Race Tightens,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
282,ai-data-centre-backlash,AI Data Centres Are Losing the Public Before They Win the Grid,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
283,openai-california-ai-safety-law,OpenAI Wants California to Toughen Its AI Safety Law,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
284,ai-labs-rogue-model-containment,AI Labs Still Don’t Show How They’d Contain a Rogue Model,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
285,canada-us-tariffs-electronics,Canada’s Tariff Fight Is Coming for Electronics Next,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
286,pixel-11-pro-canada-value,"Pixel 11 Pro Starts at $1,499 in Canada. Is It Worth It?",published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
287,openai-pauses-frontier-model-training,OpenAI Paused Frontier Model Training Over Cyber Safety,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
288,flock-camera-surveillance-backlash,Flock’s Camera Backlash Is Becoming a Bipartisan Tech Problem,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
289,spacex-second-starbase-louisiana,SpaceX Is Building a $100B Second Starbase in Louisiana,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
290,claude-chat-cowork-shared-memory,Claude Now Shares Memory Between Chat and Cowork,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
291,gta-6-fake-demo-malware,That GTA 6 Demo Is Malware. There Is No Playable Demo,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
292,gm-ev-brake-problems-investigation,GM EV Brake Problems Escalate Toward a Possible Recall,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
293,alabama-openai-hugging-face-investigation,Alabama Is Investigating OpenAI Over the Hugging Face Hack,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
294,zillow-redfin-ftc-rental-settlement,Zillow and Redfin Settlement Forces Rental Competition Back,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
295,crtc-videotron-low-cost-internet-tiers,CRTC Keeps Videotron’s Cheapest Internet Tiers Alive,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
296,nvidia-agi-claim-meaning,Nvidia Says AGI Is Here. The Label Still Tells Us Little,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
297,android-to-iphone-esim-transfer-canada,Move an Android eSIM to iPhone in Canada With iOS 26,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
298,canada-cellphone-internet-fees-banned,Which Cellphone and Internet Fees Are Banned in Canada?,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
299,quantum-safe-encryption-canada,Quantum-Safe Encryption in Canada: What Changes First,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
300,frontier-ai-financial-system-cyber-risk,Frontier AI Is Now a Financial-System Cyber Risk,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
301,account-recovery-kit-lost-phone,Build an Account Recovery Kit Before You Lose Your Phone,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
302,switch-internet-providers-avoid-double-billing,Switch Internet Providers Without Paying for Two Services,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
303,store-backup-codes-safely,Your Backup Codes Should Not Live on Your Phone,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
304,canada-banks-ai-outage-plan,"Canada’s Banks Need an AI Outage Plan, Not Just an AI Policy",published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
305,amazon-ad-auction-ftc-lawsuit,Amazon’s Ad Auction Is Now a Trust Problem,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
306,tims-triangle-rewards-link-accounts,Tims and Triangle Rewards Now Stack. Read the Fine Print,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
307,transfer-google-photos-to-icloud-directly,Move Google Photos to iCloud Without Downloading It All,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
308,signal-secure-backups-recovery-guide,Back Up Signal Before a Lost Phone Erases Your Chats,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
309,hdmi-cable-4k-120hz-certification,The HDMI Cable Label That Matters for 4K at 120 Hz,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
310,android-september-2026-features-availability,"Android’s September Drop Is Five Features, Not One Update",published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
311,gemini-38-flash-pricing-task-cost,"Gemini 3.8 Flash Keeps Token Prices Flat, Not Task Costs",published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
312,stop-onedrive-desktop-backup-keep-files,Stop OneDrive Desktop Backup Without Losing Local Files,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
313,internet-down-router-isp-dns-diagnosis,"Find Out Whether Your Internet, Router or Device Is Down",published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
314,move-smart-home-devices-new-wifi,Move Smart-Home Devices to New Wi-Fi Without Starting Over,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
315,gpt-6-astra-arc-agi-3-benchmark,GPT-6 Astra's 99.9% Benchmark Needs an Asterisk,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
316,check-refurbished-phone-battery-health,Check a Refurbished Phone's Battery Before You Keep It,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
317,nvidia-pair-local-ai-router-explained,Nvidia PAIR Makes Spare PCs Useful for Local AI,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
318,share-files-across-devices-localsend,Share Files Across Every Device Without Using the Cloud,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
319,security-key-backup-lockout-plan,Set Up Security Keys Without Creating a Lockout,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
320,eu-dsa-chatgpt-reddit-roblox-rules,"EU Puts ChatGPT, Reddit and Roblox Under Stricter Rules",published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
321,turn-off-ad-tracking-location-privacy,Turning Off Ad Tracking Will Not Hide Your Phone's Location,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
322,move-whatsapp-chats-iphone-android,Move WhatsApp Chats Between iPhone and Android Safely,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
323,free-phone-storage-keep-photos,Free Phone Storage Without Accidentally Deleting Your Photos,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
324,usb-c-cable-power-data-video-guide,The USB-C Plug Does Not Tell You What the Cable Can Do,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
325,move-passwords-new-manager-safely,Move Passwords to a New Manager Without Exposing Them,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
326,scan-paper-documents-phone-pdf,Scan Paper Documents to PDF With the Phone You Own,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
327,ontario-court-data-breach-what-to-do,Ontario Court Data Was Exposed in a Vendor Breach,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
328,mikrotik-routeros-security-update-flagged-check,"Update MikroTik RouterOS, Then Check for a Flagged Router",published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
329,stop-fake-virus-alert-browser-notifications,Stop Fake Virus Alerts Coming From Your Browser,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
330,cancel-app-subscriptions-iphone-android,Cancel App Subscriptions Before the Next Charge Lands,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
331,share-wifi-password-iphone-android,Share a Wi-Fi Password Without Saying or Typing It,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
332,canada-via-rail-alstom-passenger-cars,Canada's $4.7B VIA Rail Deal Is an Industrial-Tech Bet,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
333,merge-duplicate-contacts-iphone-android,Merge Duplicate Contacts Without Losing the Better Copy,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
334,liquid-network-bitcoin-withdrawal-incident,Liquid Network's $320M Incident Tests Federated Bitcoin,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
335,high-na-euv-larger-masks-ai-chips,High-NA EUV Needs a Bigger Window for Bigger AI Chips,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
336,boston-scientific-cyberattack-supply-recovery,Boston Scientific's Cyberattack Became a Supply Problem,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
337,use-phone-as-webcam-mac-windows,Use Your Phone as a Webcam Without Buying Another Camera,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
338,recover-unsaved-word-excel-powerpoint-file,Recover an Unsaved Office File Before You Start Over,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
339,stop-apps-opening-startup-windows-mac,Stop Apps Opening Every Time Windows or macOS Starts,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
340,meta-muse-ai-agent-permissions-security,Meta Muse Can Act for You. Its Permissions Need Limits,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
341,ai-distillation-model-extraction-warning,AI Distillation Is Normal. Covert Extraction Is Different,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
342,check-hidden-email-forwarding-rules-hacked-account,Check Hidden Email Forwarding After an Account Break-In,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
343,remove-hidden-data-office-files-before-sharing,Remove Hidden Data From Office Files Before Sharing,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
344,find-large-files-windows-mac-safe-cleanup,Find What Is Filling Your PC or Mac Before Deleting Files,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
345,iphone-duo-canada-price-first-generation-buying-guide,"The $2,999 iPhone Duo Is a First-Generation Bet",published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
346,nasa-ibm-lunar-foundation-model-open-ai-moon,NASA’s Open Lunar AI Maps More Than Moon Craters,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
347,remove-calendar-spam-iphone-google-calendar,Remove Calendar Spam Without Making It Worse,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
348,find-stop-sharing-google-drive-onedrive-files,Find Cloud Files You Forgot You Shared,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
349,lend-computer-separate-user-account-windows-mac,Lend Someone Your Computer Without Sharing Your Files,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
350,chatgpt-financial-services-canada-controls,ChatGPT for Finance Still Needs a Human Approval Layer,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
351,uae-5gw-ai-campus-concentration-resilience,The UAE’s 5GW AI Campus Is Learning the Cost of Concentration,published,1,Matthew Leo,1,Matthew Leo,valid,Matthew Leo,none
352,clear-browser-cache-without-deleting-passwords,Clear Your Browser Cache Without Deleting Passwords,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
353,check-remote-job-offer-scam-canada,Check a Remote Job Offer Before Sending ID or Money,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
354,bluetooth-headphones-connected-no-sound-fix,Fix Bluetooth Headphones That Connect but Play No Sound,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
355,fake-dating-apps-ai-video-call-fraud,Fake Dating Apps Show Why a Video Call Is Not Proof,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
356,find-bitlocker-recovery-key-before-reset,Find Your BitLocker Key Before Resetting a Locked PC,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
357,refund-recovery-scam-canada-check,A Refund Recovery Offer Can Be the Second Scam,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
358,offline-printer-windows-mac-fix,Fix an Offline Printer Without Resetting Everything,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
359,clear-windows-clipboard-history-pinned-items,"Clear Windows Clipboard History, Including Pinned Items",published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
360,anthropic-ai-slowdown-plan-verifiable-gates,Anthropic's AI Slowdown Plan Needs Verifiable Gates,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
361,south-korea-espionage-law-chip-secrets,South Korea's New Spy Law Puts Chip Secrets on Alert,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
362,turn-on-iphone-stolen-device-protection,Turn On Stolen Device Protection Before Your iPhone Is Gone,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
363,remove-photo-location-before-sharing-iphone,Remove a Photo's Location Before You Share It,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
364,canada-do-not-call-list-spoofed-scam-calls,Canada's Do Not Call List Cannot Stop a Spoofed Scam,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
365,microsoft-mai-code-human-control-rules,Microsoft Says Its AI Must Always Let Humans Take Control,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
366,microsoft-school-ai-privacy-rules-canada,Microsoft's School AI Deal Has Rules Canada Could Borrow,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
367,remove-old-devices-apple-google-account,Remove Old Devices From Your Apple or Google Account,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
368,emergency-medical-info-phone-lock-screen,Put Emergency Medical Details on Your Phone's Lock Screen,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
369,private-browsing-incognito-what-it-hides,Private Browsing Hides Less Than Most People Think,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
370,ai-data-retention-no-training-promise,Your Company's AI Data Needs More Than a No-Training Promise,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
371,canada-ai-transparency-consultation-2026,Canada Wants Your Say on What AI Must Disclose,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
372,find-unknown-bluetooth-tracker-moving-with-you,Find an Unknown Bluetooth Tracker Moving With You,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
373,recover-deleted-phone-photos-before-trash-empties,Recover Deleted Phone Photos Before the Trash Empties,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
374,block-stolen-phone-imei-canada,Block a Stolen Phone's IMEI on Canadian Networks,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
375,canada-record-ai-fund-startup-scale-up-gap,Canada's Record AI Fund Won't Keep Every Startup Home,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
376,alberta-broadband-push-last-mile-test,Alberta's $24.8M Broadband Push Faces a Last-Mile Test,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
377,remove-old-app-access-google-apple-account,Cut Off Old Apps That Still Have Account Access,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
378,external-drive-mac-windows-exfat,Set Up One External Drive for Both Mac and Windows,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
379,fix-external-monitor-no-signal,Fix an External Monitor That Shows No Signal,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
380,canada-europe-digital-trade-details,Canada and Europe Want Seamless Digital Trade. Details Matter,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
381,claude-docs-slides-export-check,Claude's New Docs and Slides Need an Export Check,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
382,prepare-phone-for-repair-protect-data,Prepare Your Phone for Repair Without Sharing Your Passcode,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
383,phone-charging-slowly-cable-charger-port,Find Out Why Your Phone Is Charging Slowly,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
384,check-app-camera-microphone-permissions,Check Which Apps Can Use Your Camera and Microphone,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
385,smart-glasses-consent-privacy-canada,Smart Glasses Have a Consent Problem Canada Can't Ignore,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
386,mantic-ai-forecasting-win-not-an-oracle,Mantic Beat Human Forecasters. It Still Isn't an Oracle,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
387,fix-phone-hotspot-device-cannot-connect,Fix a Phone Hotspot That Other Devices Can't Join,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
388,audit-remove-browser-extensions-permissions,Audit Browser Extensions Before One Turns Risky,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
389,hide-sensitive-lock-screen-notifications-phone,Hide Sensitive Notifications on Your Phone's Lock Screen,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
390,iran-war-changing-us-military-technology,The Iran War Is Rewriting America’s War-Tech Shopping List,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
391,openai-hugging-face-incident-ai-regulation-gaps,OpenAI’s Hugging Face Incident Falls Between AI Rules,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
392,canada-eu-associate-membership-internet-rules,EU ‘Associate Membership’ Wouldn’t Import Its Internet Laws,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
393,saudi-arabia-f35-deal-security-trust-911,The Saudi F-35 Deal Reopens an Old American Trust Debate,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
394,verly-canadian-bible-app-testers-2026,Verly Is a Canadian Bible App Built to Make Scrolling Meaningful,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
395,gemini-cyber-test-reached-real-companies,Gemini’s Cyber Test Reached Three Real Companies,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
396,eu-kids-act-age-checks-privacy,Europe Wants Age Checks Without an Identity Database,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
397,hackers-changed-water-pump-settings-small-utilities,Hackers Changed Water-Pump Settings at Two Small Utilities,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
398,millisecond-software-bug-uk-airspace-disruption,A Millisecond Software Bug Disrupted UK Airspace for Days,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
399,anthropic-accenture-ai-evaluator-independence,Anthropic’s New AI Evaluator Will Be Paid by Anthropic,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
400,nscale-ipo-deals-revenue-data-centres,Nscale’s IPO Filing Shows the Gap Between Deals and Revenue,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
401,cxmt-fifth-generation-dram-mass-production,China Says Its New DRAM Process Is in Mass Production,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
402,canada-india-trade-critical-minerals-nuclear,Canada's India Trade Talks Are About More Than Tariffs,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
403,ukraine-moscow-drone-wave-air-defence-cost,Ukraine's Moscow Drone Wave Tests the Cost of Air Defence,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
404,move-authenticator-codes-new-phone,Move Your Authenticator Codes Before Replacing Your Phone,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
405,download-offline-maps-before-trip,Download Offline Maps Before You Lose Mobile Service,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
406,us-china-ai-incident-notification-proposal,The US Wants China to Report Dangerous AI Incidents,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
407,canada-france-space-communications-infrastructure,Canada and France Plan Shared Space Infrastructure,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
408,ai-memory-shortage-phone-laptop-prices-canada,AI's Memory Appetite Is Raising Device Prices,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
409,transfer-esim-before-erasing-old-phone,Transfer Your eSIM Before Erasing Your Old Phone,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
410,erase-pc-mac-before-selling-giving-away,Erase a PC or Mac Before You Sell or Give It Away,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
411,humanoid-robot-sales-2025-hype-reality,Humanoid Robot Sales Are Still Tiny Beside the Hype,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
412,trump-tv-white-house-24-7-stream,Trump TV Isn’t News. That’s the Point.,published,1,Matthew Mbaka,1,Matthew Leo,valid,Matthew Leo,none
